Number of Teams,Recharge Rate,Game ID,Laser Damage,Special Damage,Map,Game Mode,Date,Player Count,Referee
2,Very High,5293,High,High,Hectic5.0,Normal,2014-06-15 00:00:00,6,Hunter
2,Very High,5294,High,High,Hectic5.0,Normal,2014-06-15 01:33:00,10,HeavensGates
2,High,5295,Normal,Normal,Fister,Normal,2014-06-15 02:04:00,6,springguy
2,Very High,5296,High,Normal,Trenches,Normal,2014-06-15 03:02:00,14,springguy
,,5297,,,,,,,
,,5298,,,,,,,
2,Normal,5299,Normal,Normal,Omicron.0.1,Normal,2014-06-15 03:50:00,16,southpaw
2,Very High,5300,High,Normal,BaitOrSwitch2,Normal,2014-06-15 04:20:00,18,tengo
,,5301,,,,,,,
2,High,5302,Normal,Normal,Insight,Normal,2014-06-15 06:17:00,14,springguy
2,Normal,5303,Normal,Normal,Kennedy,Assassin,2014-06-15 06:47:00,10,tengo
2,Normal,5304,Normal,Normal,Stank,Normal,2014-06-15 07:29:00,10,Venture
2,Very High,5305,High,High,Hectic5.0,Normal,2014-06-15 21:52:00,10,Lunu
2,Very High,5306,Normal,Normal,Clusterd1.3,Assassin,2014-06-15 22:29:00,10,Lunu
2,Normal,5307,Normal,Normal,BFD,Normal,2014-06-16 01:32:00,8,Venture
2,Normal,5308,Normal,Normal,Stank,Normal,2014-06-16 02:13:00,10,Venture
2,Recharge Rate:,5309,Laser Damage:,Special Damage:,Shiloh,Normal,2014-06-16 02:52:00,12,20LbGenitals
2,High,5310,Normal,Normal,GG_remix,Normal,2014-06-16 03:25:00,13,20LbGenitals
2,Normal,5311,Normal,Normal,Joy5,Normal,2014-06-16 03:59:00,12,20LbGenitals
2,High,5312,High,Normal,Entice,Normal,2014-06-16 04:44:00,8,20LbGenitals
2,Very High,5313,High,High,Hectic5.0,Normal,2014-06-16 05:21:00,14,20LbGenitals
2,Very High,5314,Normal,Normal,koth.0.9b(250),Domination,2014-06-16 05:51:00,8,Lunu
2,Normal,5315,Normal,Normal,BFD,Normal,2014-06-16 21:32:00,4,RoboTech
2,Very High,5316,High,High,Stronghold2.0,Normal,2014-06-17 01:01:00,14,niveus
2,Normal,5317,Normal,Normal,Omicron.0.1,Normal,2014-06-17 01:03:00,10,niveus
2,Normal,5318,Normal,Normal,Kennedy,Assassin,2014-06-17 01:44:00,10,niveus
2,Very High,5319,High,High,Waffles,Assassin,2014-06-17 03:09:00,8,springguy
2,Very High,5320,High,Very High,Hectic5.1,Normal,2014-06-17 03:49:00,14,springguy
2,Normal,5321,Normal,Normal,Kennedy,Assassin,2014-06-17 04:18:00,8,Dario
2,High,5322,Normal,Normal,GG_remix,Normal,2014-06-17 05:08:00,14,Venture
2,High,5323,Normal,Normal,Fister,Normal,2014-06-17 05:47:00,16,DarkEvil
2,Very High,5324,High,Normal,BaitOrSwitch2,Normal,2014-06-17 06:20:00,16,tengo
2,Very High,5325,High,High,Stronghold2.0,Normal,2014-06-17 06:58:00,10,Lunu
2,Normal,5326,Normal,Normal,BFD,Normal,2014-06-18 00:44:00,8,Lunu
2,Very High,5327,High,High,Hectic5.0,Normal,2014-06-18 04:33:00,14,laernu
2,Very High,5328,Normal,Normal,koth.0.9b(250),Domination,2014-06-18 05:06:00,17,laernu
2,Normal,5329,Normal,Normal,BFD,Normal,2014-06-18 05:41:00,8,Dario
2,Very High,5330,High,High,Hectic5.0,Normal,2014-06-18 06:15:00,8,Lunu
2,Very High,5331,Normal,High,GoodCompany0.1,Normal,2014-06-18 06:51:00,10,Venture
,,5332,,,,,,,
,,5333,,,,,,,
,,5334,,,,,,,
,,5335,,,,,,,
2,Very High,5336,High,High,Hectic5.0,Normal,2014-06-19 01:38:00,10,springguy
,,5337,,,,,,,
2,High,5338,Normal,Normal,boardwalkswitch,Normal,2014-06-19 02:10:00,8,springguy
2,Very High,5339,High,High,Stronghold2.0,Normal,2014-06-19 03:04:00,20,Lunu
2,Very High,5340,Normal,Normal,Nutens.0.1,Domination,2014-06-19 03:37:00,13,Venture
2,Normal,5341,Normal,Normal,Kennedy,Assassin,2014-06-19 04:13:00,10,bigdaddy
2,Very High,5342,High,High,Stronghold2.0,Normal,2014-06-19 05:17:00,16,laernu
2,Very High,5343,High,Normal,BaitOrSwitch2,Normal,2014-06-19 05:54:00,10,Benevolence
,,5344,,,,,,,
2,Very High,5345,High,High,Stronghold2.0,Normal,2014-06-20 02:40:00,12,laernu
2,Very High,5346,Normal,Normal,ShockAwe,Normal,2014-06-20 03:22:00,14,laernu
,,5347,,,,,,,
2,High,5348,Normal,Normal,GG_remix,Normal,2014-06-20 04:05:00,20,laernu
2,Normal,5349,Normal,Normal,BFD,Normal,2014-06-20 04:50:00,10,Venture
2,Very High,5350,Normal,Normal,koth.0.9b(250),Domination,2014-06-20 05:29:00,16,Venture
2,Very High,5351,High,Normal,Trenches-XL,Normal,2014-06-20 06:05:00,14,Lunu
2,Very High,5352,High,High,Stronghold2.0,Normal,2014-06-20 06:47:00,12,Lunu
2,Very High,5353,High,High,Stronghold2.0,Normal,2014-06-20 06:59:00,12,Lunu
2,Normal,5354,Normal,Normal,BFD,Normal,2014-06-20 22:05:00,4,AS
2,Very High,5355,High,High,Hectic5.0,Normal,2014-06-20 23:06:00,6,Hunter
2,Normal,5356,Normal,Normal,SGLGO2013,Normal,2014-06-20 23:45:00,7,Hunter
,Normal,5357,Normal,Normal,Kennedy,Assassin,2014-06-21 00:26:00,10,Hunter
2,Very High,5358,High,High,Stronghold2.0,Normal,2014-06-21 01:13:00,10,Hunter
2,Recharge Rate:,5359,Laser Damage:,Special Damage:,KillTheKaiser2k13,Assassin,2014-06-21 01:54:00,8,springguy
2,Very High,5360,High,Normal,Foursquare5,Normal,2014-06-21 02:26:00,12,niveus
2,Very High,5361,High,High,Stronghold2.0,Normal,2014-06-21 04:28:00,12,laernu
2,Very High,5362,High,Normal,BaitOrSwitch2,Normal,2014-06-21 05:42:00,20,tengo
2,Normal,5363,Normal,Normal,BFD,Normal,2014-06-21 07:56:00,8,20LbGenitals
2,Normal,5364,Normal,Normal,BFD,Normal,2014-06-21 20:49:00,10,Venture
2,Normal,5365,Normal,Normal,Stank,Normal,2014-06-21 20:50:00,14,tengo
2,Very High,5366,High,Normal,BaitOrSwitch2,Normal,2014-06-21 21:24:00,10,tengo
2,Very High,5367,High,Very High,Hectic5.1,Normal,2014-06-21 23:26:00,12,springguy
,,5368,,,,,,,
,,5369,,,,,,,
2,Very High,5370,High,Normal,SmearUltimate,Normal,2014-06-22 00:16:00,14,Hunter
2,Very High,5371,Normal,Normal,koth.0.9b(250),Domination,2014-06-22 01:33:00,16,Venture
2,Very High,5372,High,High,Stronghold2.0,Normal,2014-06-22 03:51:00,20,Lunu
2,Very High,5373,High,Normal,Trenches-XL,Normal,2014-06-22 04:26:00,22,cyro
2,Very High,5374,Normal,Normal,Money-Regen,Assassin,2014-06-22 05:20:00,24,DarkEvil
2,Recharge Rate:,5375,Laser Damage:,Special Damage:,Corners(300),Domination,2014-06-22 05:52:00,16,southpaw
2,Very High,5376,Normal,Normal,lnsight,Normal,2014-06-22 07:33:00,12,Venture
2,Normal,5377,Normal,Normal,BFD,Normal,2014-06-22 07:33:00,8,Venture
2,Very High,5378,Normal,Normal,HoldNCarryBig,Normal,2014-06-22 21:16:00,10,DarkEvil
2,Very High,5379,High,High,Hectic5.0,Normal,2014-06-23 00:57:00,10,Lunu
2,Very High,5380,Normal,Normal,koth.0.9b(250),Domination,2014-06-23 02:27:00,17,Venture
2,Very High,5381,High,High,Stronghold2.0,Normal,2014-06-23 04:28:00,18,DarkEvil
2,Recharge Rate:,5382,Laser Damage:,Special Damage:,Putsch-XL(300.5),Domination,2014-06-23 04:58:00,12,southpaw
2,High,5383,Normal,Normal,Gamma.0.2,Normal,2014-06-23 06:08:00,8,Lunu
2,Very High,5384,High,High,Hectic5.0,Normal,2014-06-23 06:41:00,6,Lunu
2,Normal,5385,Normal,Normal,BFD,Normal,2014-06-23 22:00:00,8,Lunu
2,Very High,5386,High,High,Hectic5.0,Normal,2014-06-23 22:22:00,8,Lunu
2,High,5387,Normal,Normal,Thorns.0,Normal,2014-06-24 00:39:00,8,eekum
2,Recharge Rate:,5388,Laser Damage:,Special Damage:,Speedball.X,Normal,2014-06-24 01:34:00,12,DarkEvil
2,High,5389,Normal,Normal,Fister,Normal,2014-06-24 02:14:00,12,springguy
2,Very High,5390,High,High,Hectic5.0,Normal,2014-06-24 03:29:00,12,Lunu
2,Very High,5391,Normal,Normal,Nutens.0.1,Domination,2014-06-24 04:05:00,12,Lunu
,,5392,,,,,,,
2,Very High,5393,High,High,Stronghold2.0,Normal,2014-06-25 01:55:00,16,springguy
2,Very High,5394,High,Very High,Hectic5.1,Normal,2014-06-25 03:00:00,12,springguy
,,5395,,,,,,,
,,5396,,,,,,,
2,Very High,5397,Normal,Normal,Money-Regen,Assassin,2014-06-25 01:14:00,12,laernu
2,Very High,5398,High,Normal,BaitOrSwitch2,Normal,2014-06-25 02:00:00,20,Benevolence
2,Very High,5399,Normal,Normal,koth.0.9b(250),Domination,2014-06-25 02:43:00,16,Venture
2,Normal,5400,Normal,Normal,SGLGO2013,Normal,2014-06-25 20:00:00,8,Hunter
2,Very High,5401,High,High,Stronghold2.0,Normal,2014-06-25 21:43:00,18,springguy
,,5402,,,,,,,
1,Very High,5403,Normal,Normal,Intencity,Normal,2014-06-25 22:34:00,12,tigur
2,Very High,5404,Normal,Normal,Money-Regen,Assassin,2014-06-26 01:19:00,14,niveus
2,Very High,5405,High,Normal,BaitOrSwitch2,Normal,2014-06-26 01:57:00,16,Benevolence
2,Very High,5406,High,High,Stronghold2.0,Normal,2014-06-26 02:46:00,14,Benevolence
2,Very High,5407,Normal,Normal,lnsight,Normal,2014-06-26 03:41:00,8,Benevolence
2,Normal,5408,Normal,Normal,Stank,Normal,2014-06-26 03:44:00,10,Benevolence
2,Very High,5409,High,High,Hectic5.0,Normal,2014-06-26 21:12:00,10,Lunu
2,Normal,5410,Normal,Normal,BFD,Normal,2014-06-26 22:38:00,8,AS
2,Normal,5411,Normal,Normal,BFD,Normal,2014-06-26 23:30:00,12,springguy
,,5412,,,,,,,
2,Very High,5413,High,High,Stronghold2.0,Normal,2014-06-27 00:25:00,14,Lunu
,,5414,,,,,,,
2,High,5415,Normal,Normal,Crowded(Assassin),Assassin,2014-06-27 00:59:00,14,AS
,,5416,,,,,,,
2,Very High,5417,High,High,Waffles,Assassin,2014-06-27 01:38:00,10,Lunu
2,Very High,5418,High,High,Hectic5.0,Normal,2014-06-27 02:06:00,10,Lunu
1,High,5419,Normal,Normal,Crowded,Normal,2014-06-27 03:07:00,1,tengo
,,5420,,,,,,,
2,Normal,5421,Normal,Normal,BFD,Normal,2014-06-27 15:19:00,8,Yoshi
2,Very High,5422,High,High,Stronghold2.0,Normal,2014-06-27 19:43:00,14,Lunu
2,High,5423,Normal,Normal,Motive0.2,Domination,2014-06-27 20:41:00,10,Venture
,,5424,,,,,,,
2,Very High,5425,High,Very High,Hectic5.1,Normal,2014-06-27 21:27:00,14,springguy
2,Very High,5426,High,High,Take-and-Hold,Normal,2014-06-27 22:34:00,12,Lunu
2,Very High,5427,Normal,Normal,Nutens.0.1,Domination,2014-06-27 23:09:00,10,Lunu
,,5428,,,,,,,
2,Very High,5429,High,High,Stronghold2.0,Normal,2014-06-27 23:57:00,14,Lunu
2,High,5430,High,Normal,Entice_0.5,Normal,2014-06-28 01:46:00,10,Benevolence
2,Normal,5431,Normal,Normal,BFD,Normal,2014-06-28 02:42:00,10,Benevolence
2,Normal,5432,Normal,Normal,Kennedy,Assassin,2014-06-28 03:24:00,8,Benevolence
2,High,5433,Normal,Normal,Insight,Normal,2014-06-28 03:54:00,4,niveus
2,Normal,5434,Normal,Normal,BFD,Normal,2014-06-28 20:07:00,12,Venture
2,Very High,5435,Normal,High,GoodCompany0.1,Normal,2014-06-28 20:08:00,10,Venture
2,Very High,5436,High,High,Stronghold2.0,Normal,2014-06-28 20:33:00,12,Lunu
2,Very High,5437,Normal,Normal,ShockAwe,Normal,2014-06-28 21:03:00,12,Hunter
2,Normal,5438,Normal,Normal,Kennedy,Assassin,2014-06-28 21:35:00,8,tigur
2,Very High,5439,High,High,Hectic5.0,Normal,2014-06-28 21:44:00,8,Lunu
2,Very High,5440,High,High,Stronghold2.0,Normal,2014-06-28 22:13:00,8,tigur
2,Very High,5441,Normal,Normal,Money-Regen,Assassin,2014-06-28 23:44:00,14,springguy
,,5442,,,,,,,
,,5443,,,,,,,
,,5444,,,,,,,
2,Very High,5445,High,Normal,BaitOrSwitch2,Normal,2014-06-29 02:00:00,14,ProPlayer
,,5446,,,,,,,
2,Very High,5447,High,High,Hectic5.0,Normal,2014-06-29 02:47:00,10,springguy
,,5448,,,,,,,
,,5449,,,,,,,
,,5450,,,,,,,
,,5451,,,,,,,
,,5452,,,,,,,
,,5453,,,,,,,
2,Very High,5454,High,High,Stronghold2.0,Normal,2014-06-29 21:41:00,16,springguy
2,Very High,5455,High,High,Hectic5.0,Normal,2014-06-29 23:05:00,10,Lunu
2,High,5456,Normal,Normal,Gamma.0.2,Normal,2014-06-30 00:37:00,10,cyro
2,Very High,5457,Normal,Normal,Nutens.0.1,Domination,2014-06-30 01:10:00,14,Lunu
2,Very High,5458,High,High,Stronghold2.0,Normal,2014-06-30 01:41:00,12,Lunu
2,Very High,5459,High,Normal,Trenches,Normal,2014-06-30 02:10:00,12,Lunu
,Recharge Rate:,5460,Laser Damage:,Special Damage:,Lassie,Normal,2014-06-30 02:47:00,6,DarkEvil
2,High,5461,Normal,Normal,Gamma.0.2,Normal,2014-06-30 22:21:00,12,cyro
2,Very High,5462,High,High,Hectic5.0,Normal,2014-06-30 23:01:00,16,laernu
2,Very High,5463,High,Normal,BaitOrSwitch2,Normal,2014-06-30 23:35:00,16,niveus
2,Very High,5464,Normal,High,GoodCompany0.1,Normal,2014-07-01 00:05:00,14,AS
2,Very High,5465,Normal,Normal,koth.0.9b(250),Domination,2014-07-01 00:41:00,16,Lunu
2,Very High,5466,High,High,Stronghold2.0,Normal,2014-07-01 01:18:00,16,Lunu
2,High,5467,Normal,Normal,GG_remix,Normal,2014-07-01 01:56:00,10,AS
2,Normal,5468,Normal,Normal,BFD,Normal,2014-07-01 19:26:00,8,Venture
2,Normal,5469,Normal,Normal,Kennedy,Assassin,2014-07-01 21:42:00,8,niveus
2,Very High,5470,Normal,High,GoodCompany0.1,Normal,2014-07-01 22:31:00,10,Venture
2,Normal,5471,Normal,Normal,BFD,Normal,2014-07-01 23:55:00,12,AS
,Very High,5472,High,High,Stronghold2.0,Normal,2014-07-02 01:27:00,16,20LbGenitals
2,Very High,5473,High,Normal,BaitOrSwitch2,Normal,2014-07-02 01:32:00,18,20LbGenitals
2,Normal,5474,Normal,Normal,Kennedy,Assassin,2014-07-02 01:32:00,12,20LbGenitals
2,Very High,5475,High,High,Hectic5.0,Normal,2014-07-02 18:34:00,8,Lunu
2,Normal,5476,Normal,Normal,BFD,Normal,2014-07-02 21:36:00,8,Venture
2,Normal,5477,Normal,Normal,Kennedy,Assassin,2014-07-02 21:37:00,16,Venture
,,5478,,,,,,,
2,High,5479,Normal,Normal,Insight,Normal,2014-07-03 00:34:00,11,Lunu
2,Very High,5480,High,High,Hectic5.0,Normal,2014-07-03 01:20:00,8,Lunu
2,Normal,5481,Normal,Normal,BFD,Normal,2014-07-03 03:14:00,11,springguy
,,5482,,,,,,,
2,Very High,5483,High,Normal,BaitOrSwitch2,Normal,2014-07-03 22:43:00,12,niveus
2,Normal,5484,Normal,Normal,Kennedy,Assassin,2014-07-03 22:44:00,10,niveus
2,Very High,5485,High,Normal,Foursquare5,Normal,2014-07-03 23:15:00,14,niveus
2,Normal,5486,Normal,Normal,BFD,Normal,2014-07-03 23:52:00,10,Venture
2,High,5487,Normal,Normal,Crowded,Normal,2014-07-05 00:25:00,6,cyro
2,Very High,5488,Normal,Normal,lnsight,Normal,2014-07-05 02:08:00,6,tengo
2,Very High,5489,High,High,Hectic5.0,Normal,2014-07-05 21:56:00,12,20LbGenitals
2,Normal,5490,Normal,Normal,Kennedy,Assassin,2014-07-05 23:28:00,12,20LbGenitals
2,High,5491,Normal,Normal,Crowded(Assassin),Assassin,2014-07-05 23:31:00,16,20LbGenitals
2,Recharge Rate:,5492,Laser Damage:,Special Damage:,Stronghold.FoW,Normal,2014-07-06 01:17:00,12,20LbGenitals
2,Very High,5493,High,Normal,BaitOrSwitch2,Normal,2014-07-06 01:54:00,14,tengo
2,Very High,5494,High,High,Hectic5.0,Normal,2014-07-06 15:45:00,8,20LbGenitals
2,Normal,5495,Normal,Normal,BFD,Normal,2014-07-06 16:12:00,8,20LbGenitals
2,High,5496,Normal,Normal,Insight,Normal,2014-07-06 16:51:00,8,20LbGenitals
2,Very High,5497,High,High,Stronghold2.0,Normal,2014-07-06 23:25:00,12,Hunter
2,Very High,5498,High,Normal,Foursquare5,Normal,2014-07-07 00:01:00,14,Hunter
2,High,5499,Normal,Normal,Insight,Normal,2014-07-07 00:53:00,6,20LbGenitals
2,Normal,5500,Normal,Normal,smallflag,Normal,2014-07-07 16:07:00,6,Lunu
2,Normal,5501,Normal,Normal,Enjoyment5.07,Normal,2014-07-07 17:32:00,6,Lunu
2,Very High,5502,High,High,Hectic5.0,Normal,2014-07-07 18:07:00,10,Lunu
,,5503,,,,,,,
2,High,5504,Normal,Normal,Insight,Normal,2014-07-07 18:39:00,10,Lunu
2,Very High,5505,High,High,Hectic5.0,Normal,2014-07-07 21:13:00,10,Lunu
2,Very High,5506,High,High,Stronghold2.0,Normal,2014-07-07 21:42:00,14,Lunu
,,5507,,,,,,,
2,High,5508,Normal,Normal,Gamma.0.2,Normal,2014-07-07 23:00:00,14,tigur
2,Very High,5509,High,High,GoodCompany,Normal,2014-07-08 01:19:00,14,Lunu
,,5510,,,,,,,
2,Very High,5511,Normal,Normal,koth.0.9b(250),Domination,2014-07-08 01:59:00,14,Lunu
2,Very High,5512,High,High,Take-and-Hold,Normal,2014-07-08 02:27:00,8,Lunu
2,Very High,5513,High,High,Hectic5.0,Normal,2014-07-08 02:54:00,6,Lunu
2,High,5514,Normal,Normal,Insight,Normal,2014-07-08 20:38:00,12,Lunu
2,Very High,5515,High,High,Hectic5.0,Normal,2014-07-08 21:18:00,8,niveus
2,Very High,5516,High,Normal,SmearUltimate2,Normal,2014-07-09 00:44:00,20,springguy
2,Very High,5517,High,Normal,BaitOrSwitch2,Normal,2014-07-09 01:06:00,12,tengo
2,Normal,5518,Normal,Normal,BFD,Normal,2014-07-09 01:44:00,8,tengo
2,Very High,5519,High,High,Hectic5.0,Normal,2014-07-09 02:10:00,8,Lunu
2,Very High,5520,High,High,Waffles,Assassin,2014-07-09 21:10:00,8,Lunu
2,High,5521,Normal,Normal,Gamma.0.2,Normal,2014-07-09 21:56:00,14,Lunu
2,Normal,5522,Normal,Normal,Kennedy,Assassin,2014-07-09 22:28:00,12,20LbGenitals
2,Very High,5523,High,High,Hectic5.0,Normal,2014-07-09 23:09:00,12,20LbGenitals
2,Recharge Rate:,5524,Laser Damage:,Special Damage:,challenge_v3.1,Normal,2014-07-09 23:42:00,14,20LbGenitals
2,Normal,5525,Normal,Normal,Stank,Normal,2014-07-10 00:16:00,8,tengo
2,Normal,5526,Normal,Normal,BFD,Normal,2014-07-10 00:55:00,12,20LbGenitals
2,Very High,5527,High,High,Stronghold2.0,Normal,2014-07-10 01:26:00,8,20LbGenitals
,,5528,,,,,,,
2,High,5529,Normal,Normal,Insight,Normal,2014-07-10 02:59:00,8,Lunu
2,Very High,5530,High,Very High,Hectic5.1,Normal,2014-07-10 22:18:00,10,springguy
2,High,5531,Normal,Normal,Gamma.0.2,Normal,2014-07-10 23:22:00,10,Lunu
2,Very High,5532,High,High,Hectic5.0,Normal,2014-07-11 02:11:00,10,Lunu
2,High,5533,Normal,Normal,Joy,Normal,2014-07-11 02:13:00,8,southpaw
2,High,5534,Normal,Normal,Insight,Normal,2014-07-11 02:37:00,10,Lunu
2,Very High,5535,High,High,Hectic5.0,Normal,2014-07-11 21:33:00,10,Hunter
2,Very High,5536,High,High,Stronghold2.0,Normal,2014-07-11 22:20:00,14,eekum
2,High,5537,Normal,Normal,Gamma.0.2,Normal,2014-07-11 23:05:00,12,eekum
,,5538,,,,,,,
2,Very High,5539,Normal,Normal,koth.0.9b(250),Domination,2014-07-11 23:45:00,14,Venture
2,High,5540,Normal,Normal,Motive0.2,Domination,2014-07-12 00:30:00,12,Venture
,,5541,,,,,,,
,,5542,,,,,,,
,,5543,,,,,,,
,,5544,,,,,,,
,,5545,,,,,,,
,,5546,,,,,,,
,,5547,,,,,,,
,,5548,,,,,,,
2,Very High,5549,High,High,Stronghold2.0,Normal,2014-07-12 02:06:00,14,tengo
2,Very High,5550,Normal,Normal,Nutens.0.1,Domination,2014-07-12 02:06:00,12,eekum
,,5551,,,,,,,
,,5552,,,,,,,
,,5553,,,,,,,
2,Very High,5554,High,Normal,BaitOrSwitch2,Normal,2014-07-12 02:42:00,14,tengo
2,Recharge Rate:,5555,Laser Damage:,Special Damage:,Lassie,Normal,2014-07-12 03:24:00,10,tengo
,,5556,,,,,,,
,,5557,,,,,,,
,,5558,,,,,,,
,,5559,,,,,,,
,,5560,,,,,,,
,,5561,,,,,,,
,,5562,,,,,,,
,,5563,,,,,,,
,,5564,,,,,,,
,,5565,,,,,,,
,,5566,,,,,,,
,,5567,,,,,,,
,,5568,,,,,,,
,,5569,,,,,,,
,,5570,,,,,,,
,,5571,,,,,,,
,,5572,,,,,,,
,,5573,,,,,,,
2,High,5574,Normal,Normal,Gamma.0.2,Normal,2014-07-12 17:03:00,14,springguy
2,Recharge Rate:,5575,Laser Damage:,Special Damage:,Lassie,Normal,2014-07-12 17:43:00,10,tengo
,,5576,,,,,,,
,,5577,,,,,,,
,,5578,,,,,,,
,,5579,,,,,,,
,,5580,,,,,,,
,,5581,,,,,,,
2,Very High,5582,High,High,Hectic5.0,Normal,2014-07-12 18:55:00,10,Lunu
2,Very High,5583,High,High,Take-and-Hold,Normal,2014-07-12 19:28:00,10,Lunu
,,5584,,,,,,,
2,High,5585,Normal,Normal,Insight,Normal,2014-07-12 20:55:00,9,Atomos
2,Very High,5586,Normal,High,GoodCompany0.1,Normal,2014-07-12 21:46:00,10,Venture
2,Very High,5587,Normal,Normal,koth.0.9b(250),Domination,2014-07-12 22:36:00,17,Lunu
2,Very High,5588,High,High,Stronghold2.0,Normal,2014-07-13 00:18:00,10,tengo
2,Very High,5589,High,High,Hectic5.0,Normal,2014-07-13 18:52:00,8,cyro
2,Normal,5590,Normal,Normal,Pi.0.2,Normal,2014-07-13 19:30:00,12,southpaw
2,Very High,5591,High,High,Stronghold2.0,Normal,2014-07-13 22:31:00,16,eekum
2,Very High,5592,Normal,Normal,Nutens.0.1,Domination,2014-07-13 23:01:00,12,Lunu
,,5593,,,,,,,
2,Very High,5594,High,High,Waffles,Assassin,2014-07-14 00:01:00,10,ProPlayer
2,Very High,5595,High,High,Hectic5.0,Normal,2014-07-14 01:12:00,14,Lunu
2,High,5596,Normal,Normal,GG_remix,Normal,2014-07-14 01:43:00,14,Venture
2,Normal,5597,Normal,Normal,BFD,Normal,2014-07-14 02:15:00,8,Venture
2,High,5598,Normal,Normal,Gamma.0.2,Normal,2014-07-14 03:06:00,12,Lunu
2,High,5599,High,Normal,Entice_0.5(Assassin),Assassin,2014-07-14 03:09:00,10,Lunu
2,Very High,5600,High,High,GoodCompany,Normal,2014-07-14 03:32:00,10,Lunu
2,Normal,5601,Normal,Normal,Stank,Normal,2014-07-14 04:02:00,6,Lunu
2,Very High,5602,High,High,Stronghold2.0,Normal,2014-07-14 21:18:00,8,eekum
2,Normal,5603,Normal,Normal,BFD,Normal,2014-07-14 23:28:00,14,Turbo
2,Very High,5604,Normal,Normal,Money-Regen,Assassin,2014-07-15 00:11:00,12,southpaw
2,Very High,5605,High,High,Hectic5.0,Normal,2014-07-15 01:31:00,6,springguy
2,Very High,5606,High,High,Stronghold2.0,Normal,2014-07-15 21:09:00,18,tengo
2,Very High,5607,High,Normal,Foursquare5,Normal,2014-07-15 21:38:00,12,Hunter
2,Very High,5608,High,Normal,SmearUltimate2,Normal,2014-07-15 22:09:00,14,Lunu
2,Very High,5609,High,Normal,BaitOrSwitch2,Normal,2014-07-15 22:28:00,13,Hunter
,,5610,,,,,,,
,,5611,,,,,,,
,,5612,,,,,,,
,Recharge Rate:,5613,Laser Damage:,Special Damage:,SquaresFourTeam,Assassin,2014-07-15 23:38:00,12,springguy
,,5614,,,,,,,
,,5615,,,,,,,
,,5616,,,,,,,
2,Normal,5617,Normal,Normal,BFD,Normal,2014-07-16 00:02:00,12,Hunter
,,5618,,,,,,,
,,5619,,,,,,,
,,5620,,,,,,,
,,5621,,,,,,,
2,Very High,5622,High,High,Hectic5.0,Normal,2014-07-16 00:39:00,8,laernu
2,High,5623,Normal,Normal,Insight,Normal,2014-07-16 01:15:00,4,RoboTech
2,Very High,5624,High,High,Hectic5.0,Normal,2014-07-16 21:19:00,8,Atomos
2,Normal,5625,Normal,Normal,BFD,Normal,2014-07-16 21:54:00,10,Atomos
2,Very High,5626,High,High,Hectic5.0,Normal,2014-07-16 21:58:00,8,Atomos
2,Normal,5627,Normal,Normal,Stank,Normal,2014-07-16 22:29:00,12,Atomos
2,High,5628,Normal,Normal,Gamma.0.2,Normal,2014-07-16 22:59:00,14,Atomos
2,Normal,5629,Normal,Normal,BFD,Normal,2014-07-17 01:07:00,8,tengo
2,Very High,5630,High,High,Hectic5.0,Normal,2014-07-17 01:54:00,10,Lunu
2,High,5631,Normal,Normal,Insight,Normal,2014-07-17 02:23:00,8,Lunu
,,5632,,,,,,,
2,Recharge Rate:,5633,Laser Damage:,Special Damage:,FFA-CrammedFoW,Normal,2014-07-17 20:52:00,9,southpaw
2,High,5634,High,Normal,Entice_0.5(Assassin),Assassin,2014-07-17 22:41:00,14,Lunu
2,Very High,5635,High,High,Stronghold2.0,Normal,2014-07-17 23:27:00,16,Lunu
2,Very High,5636,Normal,Normal,koth.0.9b(250),Domination,2014-07-18 00:36:00,12,Venture
2,Very High,5637,High,High,Hectic5.0,Normal,2014-07-18 01:12:00,12,Lunu
2,High,5638,Normal,Normal,Insight,Normal,2014-07-18 02:05:00,10,laernu
2,Very High,5639,High,High,Hectic5.0,Normal,2014-07-18 19:10:00,10,Atomos
2,Normal,5640,Normal,Normal,BFD,Normal,2014-07-18 19:36:00,11,AS
2,High,5641,Normal,Normal,Crowded(Assassin),Assassin,2014-07-18 20:15:00,16,AS
2,Very High,5642,High,Normal,SmearUltimate,Normal,2014-07-18 21:01:00,18,AS
2,Very High,5643,High,Normal,Trenches,Normal,2014-07-18 22:08:00,12,ProPlayer
,,5644,,,,,,,
2,Normal,5645,Normal,Normal,Stank,Normal,2014-07-18 23:18:00,10,southpaw
2,Very High,5646,High,High,Stronghold2.0,Normal,2014-07-18 23:53:00,16,Lunu
2,Normal,5647,Normal,Normal,Kennedy,Assassin,2014-07-19 00:51:00,14,laernu
2,Very High,5648,Normal,Normal,Nutens.0.1,Domination,2014-07-19 01:20:00,14,Lunu
2,Very High,5649,Normal,Normal,ShockAwe,Normal,2014-07-19 01:48:00,20,Lunu
2,Very High,5650,Normal,Normal,koth.0.9b(250),Domination,2014-07-19 02:17:00,16,Lunu
2,High,5651,Normal,Normal,Joy,Normal,2014-07-19 02:57:00,6,southpaw
,,5652,,,,,,,
2,Very High,5653,Normal,Normal,Money-Regen,Assassin,2014-07-19 08:21:00,10,ProPlayer
2,Very High,5654,High,High,Hectic5.0,Normal,2014-07-19 14:55:00,8,Lunu
